cust_age;policy_id;coverage_start_date;cust_region;sum_assured_group;ins_deductible;annual_prem;zip_code;insured_sex;edu_lvl;marital_status;claim_incurred_date;claim_type;acc_type;emg_services_notified;incident_city;incident_hour;num_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_avlbl;total_claim_amount;injury_claim;property_claim;vehicle_claim;car_brand;car_model;production_year
40;525150;18.02.2003;west;low;1000;1249.76;333651;F;associate;married;19.02.2023;parked car;;None;Hillsdale;6;1;NO;0;0;NO;3080;560;280;2240;Audi;A3;2019
41;443344;25.02.1999;north;low;1000;1462.14;344765;M;jd;other;08.02.2023;multi-vehicle collision;side collision;Ambulance;Springfield;19;3;?;2;0;;53040;4420;4420;44200;Audi;A3;2013
45;351183;16.04.2005;west;low;500;1083.14;376271;F;jd;married;01.03.2023;multi-vehicle collision;side collision;Police;Arlington;23;3;YES;2;2;NO;64800;12960;6480;45360;Audi;A3;2021
27;309721;19.03.2016;north;mid;500;1361.88;504345;F;masters;married;17.01.2023;single vehicle collision;side collision;Police;Springfield;12;1;YES;2;3;NO;90970;16540;16540;57890;Accura;RSX;2016
36;500169;17.08.2007;west;low;2000;985.53;361386;F;associate;other;31.01.2023;multi-vehicle collision;front collision;Ambulance;Springfield;17;3;NO;0;3;;47080;4280;8560;34240;Saab;93;2013
38;90962;24.05.2021;east;high;1000;1599.58;365732;M;phd;other;15.02.2023;multi-vehicle collision;front collision;Other;Columbus;1;3;YES;2;2;;61650;6850;6850;47950;Nissan;Ultima;2013
64;208883;02.11.1997;east;mid;500;833.13;502401;F;associate;unmarried;02.02.2023;multi-vehicle collision;side collision;Fire;Hillsdale;17;3;NO;1;1;NO;33930;0;3770;30160;BMW;X6;2005
36;314394;01.05.2008;north;mid;1000;1094.5;503816;M;high school;other;26.01.2023;multi-vehicle collision;rear collision;Fire;Springfield;11;3;?;1;3;YES;49410;5490;5490;38430;Audi;A3;2022
51;108130;02.10.1997;north;mid;1000;974.48;502810;F;md;married;18.02.2023;multi-vehicle collision;rear collision;Other;Riverwood;14;3;?;1;3;;67600;13520;6760;47320;Subaru;Legacy;2014
35;260232;28.07.2007;west;high;2000;1122.8;346939;F;masters;married;20.02.2023;single vehicle collision;side collision;Police;Arlington;14;1;YES;0;3;YES;54340;9880;4940;39520;Toyota;Camry;2008
47;413865;20.05.2012;north;mid;2000;1179.57;501085;F;jd;other;12.02.2023;multi-vehicle collision;front collision;Ambulance;Arlington;16;4;YES;1;2;YES;62370;5670;5670;51030;Dodge;Neon;2008
31;74145;15.10.1997;north;high;500;1255.94;358590;M;high school;other;14.02.2023;multi-vehicle collision;rear collision;Other;Arlington;2;4;NO;2;2;NO;47700;4770;9540;33390;Accura;TL;2018
39;158425;12.05.2011;west;high;500;1310.33;509917;M;high school;other;21.02.2023;multi-vehicle collision;front collision;Other;Riverwood;15;3;?;0;3;NO;59400;11880;5940;41580;Jeep;Grand Cherokee;2017
24;257772;23.03.2001;east;mid;2000;1619;369589;F;high school;other;03.02.2023;theft;;Police;Hillsdale;7;1;NO;2;0;NO;6120;1020;1020;4080;Toyota;Corolla;2022
28;406024;20.02.2009;east;mid;1000;1233.25;343535;M;md;married;17.02.2023;multi-vehicle collision;side collision;Other;Hillsdale;20;3;?;0;1;;60200;6020;6020;48160;Volkswagen;Passat;2019
31;249993;08.04.2006;north;mid;1000;1552.75;357503;M;phd;other;03.02.2023;single vehicle collision;front collision;Other;Springfield;21;1;NO;1;0;NO;55660;5060;10120;40480;Honda;CRV;2016
47;222711;17.08.2018;west;high;500;1526.06;511290;M;phd;other;21.02.2023;multi-vehicle collision;rear collision;Other;Northbend;15;4;YES;0;1;;77800;15560;15560;46680;Dodge;RAM;2009
27;197075;24.04.2014;west;mid;1000;431.44;503237;M;masters;other;02.01.2023;parked car;;None;Hillsdale;7;1;?;0;3;NO;5900;1180;590;4130;Mercedes;E400;2016
35;94829;03.06.2015;east;low;1000;1518.89;370506;F;high school;married;21.01.2023;parked car;;None;Columbus;5;1;?;0;2;YES;2860;520;260;2080;Chevrolet;Tahoe;2004
43;229322;19.09.2020;east;high;1000;1241.95;374816;F;jd;other;30.01.2023;single vehicle collision;side collision;Other;Columbus;22;1;YES;1;3;NO;64900;12980;12980;38940;Volkswagen;Jetta;2018
38;433275;20.06.2001;west;mid;2000;564.22;353132;M;associate;unmarried;21.01.2023;parked car;;Police;Springfield;22;1;YES;0;0;NO;2640;440;440;1760;Honda;CRV;2022
49;360839;08.12.2008;north;low;1000;1523.97;363152;F;phd;other;21.01.2023;single vehicle collision;side collision;Other;Northbend;2;1;YES;1;1;YES;73370;13340;6670;53360;Saab;95;2020
35;372491;17.05.2007;north;high;2000;1419.7;342663;M;college;other;31.01.2023;theft;;Police;Arlington;8;1;?;2;3;YES;4950;900;450;3600;Ford;F150;2018
37;234997;22.09.2019;east;high;500;1465.87;501393;F;md;other;22.02.2023;single vehicle collision;front collision;Ambulance;Northbend;8;1;?;1;3;YES;63300;6330;6330;50640;Toyota;Highlander;2007
34;137080;07.04.2020;west;low;2000;1055.88;377350;F;jd;unmarried;16.02.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;22;3;?;1;1;NO;18000;2250;2250;13500;Audi;A3;2016
45;443633;31.01.2001;east;high;2000;1213.47;517707;M;associate;other;31.01.2023;multi-vehicle collision;side collision;Fire;Northbend;22;3;?;0;1;NO;66200;6620;6620;52960;Subaru;Impreza;2019
29;171637;02.02.1999;east;mid;1000;1628.05;520072;F;masters;other;02.02.2023;parked car;;None;Riverwood;17;1;?;0;1;NO;3850;350;350;3150;Dodge;Neon;2021
26;294440;21.07.2008;west;low;1000;1341.11;343593;M;masters;other;03.01.2023;single vehicle collision;front collision;Other;Arlington;12;1;?;0;0;NO;90400;9040;9040;72320;BMW;3 Series;2002
37;235435;07.02.2017;north;high;1000;1198.44;377599;F;high school;other;06.02.2023;theft;;Police;Springfield;7;1;?;2;1;YES;3900;390;780;2730;Volkswagen;Jetta;2015
59;322809;18.05.2016;north;low;1000;1683.8;372204;F;high school;married;17.02.2023;single vehicle collision;front collision;Police;Hillsdale;23;1;?;2;2;YES;71800;14360;14360;43080;Jeep;Grand Cherokee;2002
55;117210;24.05.2003;east;low;1000;1248.19;374566;F;phd;married;08.02.2023;multi-vehicle collision;side collision;Police;Arlington;0;3;?;2;3;YES;68160;11360;11360;45440;Ford;Escape;2017
31;256660;17.09.2021;west;mid;500;1161.94;504842;M;associate;married;21.02.2023;multi-vehicle collision;side collision;Other;Arlington;21;4;YES;2;0;;76120;6920;13840;55360;Audi;A5;2006
36;506853;19.01.2009;north;low;2000;1344.29;511820;F;associate;married;25.02.2023;multi-vehicle collision;front collision;Fire;Hillsdale;14;3;YES;2;3;YES;68970;12540;6270;50160;Chevrolet;Tahoe;2014
33;333343;15.08.1998;west;mid;500;1234.61;519588;M;phd;married;12.02.2023;parked car;;None;Hillsdale;1;1;NO;0;1;NO;5060;460;920;3680;Nissan;Ultima;2010
54;296929;18.04.2011;north;low;2000;1504.32;353375;M;masters;unmarried;22.01.2023;multi-vehicle collision;side collision;Fire;Riverwood;16;3;NO;1;0;;76560;12760;6380;57420;Nissan;Ultima;2016
31;291802;25.12.2001;east;mid;2000;1338.54;341143;M;high school;married;19.02.2023;multi-vehicle collision;side collision;Ambulance;Arlington;6;3;NO;1;2;NO;50800;10160;10160;30480;Accura;MDX;2012
38;568254;18.02.2003;east;mid;1000;1539.02;508775;M;college;married;24.02.2023;theft;;None;Northbend;0;1;NO;1;1;YES;4320;480;960;2880;Toyota;Corolla;2002
37;480429;02.03.2019;north;mid;1000;1112.34;332502;M;college;married;01.01.2023;single vehicle collision;side collision;Fire;Arlington;1;1;YES;0;1;YES;52200;10440;5220;36540;Nissan;Pathfinder;2012
49;455404;09.04.2003;north;high;500;1133.54;342572;M;masters;other;04.02.2023;multi-vehicle collision;side collision;Police;Columbus;23;3;YES;1;1;YES;42900;3900;3900;35100;Chevrolet;Malibu;2017
64;548139;07.11.2019;north;mid;500;987.35;515789;M;masters;other;21.02.2023;single vehicle collision;front collision;Fire;Northbrook;13;1;NO;2;3;NO;70900;14180;7090;49630;Mercedes;ML350;2009
49;210207;07.05.2001;north;high;1000;1277.19;349686;M;md;other;27.02.2023;parked car;;None;Riverwood;13;1;NO;0;1;;4300;860;860;2580;Ford;F150;2011
28;67368;20.07.1997;east;low;2000;1607.22;501145;M;high school;other;18.01.2023;theft;;Police;Hillsdale;8;1;YES;2;1;YES;5490;0;1220;4270;Saab;95;2006
33;352476;09.05.2015;east;high;2000;1549.72;370638;M;high school;unmarried;21.02.2023;theft;;None;Arlington;3;1;YES;1;1;NO;2250;250;250;1750;Toyota;Corolla;2012
35;535297;29.07.2015;west;low;500;1088.14;330200;F;jd;unmarried;30.01.2023;single vehicle collision;rear collision;Ambulance;Arlington;1;1;YES;0;2;NO;48400;9680;4840;33880;Saab;92x;2012
43;571607;10.07.2016;east;mid;500;909.64;349947;F;phd;married;25.02.2023;single vehicle collision;rear collision;Police;Northbrook;23;1;NO;0;1;NO;59200;0;11840;47360;Chevrolet;Malibu;2005
29;360156;03.12.2000;east;high;500;1299.83;341694;M;masters;married;25.02.2023;multi-vehicle collision;side collision;Police;Springfield;14;3;?;0;3;YES;72000;7200;7200;57600;Audi;A3;2012
40;366105;12.03.2012;west;low;500;1153.49;504920;F;phd;other;28.01.2023;single vehicle collision;side collision;Fire;Columbus;6;1;NO;0;0;YES;63900;6390;6390;51120;Accura;TL;2008
38;249197;15.12.2004;north;high;2000;1452.03;507573;F;phd;other;21.02.2023;single vehicle collision;side collision;Ambulance;Hillsdale;13;1;YES;2;3;;79500;15900;7950;55650;Accura;MDX;2002
30;543553;06.11.2007;east;high;500;1755.32;377663;M;high school;married;02.02.2023;multi-vehicle collision;front collision;Fire;Northbend;12;3;NO;1;0;YES;49140;5460;5460;38220;Ford;F150;2014
36;292505;11.05.2012;east;mid;2000;868.74;331693;F;md;other;06.01.2023;multi-vehicle collision;side collision;Police;Hillsdale;12;3;NO;1;1;NO;62920;11440;5720;45760;Ford;Escape;2007
34;484930;15.04.2018;west;high;1000;1273.92;372625;M;high school;married;21.01.2023;single vehicle collision;side collision;Fire;Columbus;13;1;YES;2;2;;101010;15540;15540;69930;Mercedes;ML350;2005
31;139416;19.11.2015;west;high;500;1967.74;515186;F;md;other;13.02.2023;multi-vehicle collision;side collision;Fire;Northbend;21;3;NO;1;1;YES;76450;6950;13900;55600;Dodge;RAM;2002
35;279822;29.09.2012;west;high;1000;1250.59;332116;M;md;married;10.02.2023;theft;;None;Springfield;17;1;?;1;3;NO;5100;1020;510;3570;Chevrolet;Malibu;2007
31;248055;29.11.2004;east;mid;2000;1080.83;378629;F;phd;other;15.01.2023;theft;;None;Northbend;3;1;YES;2;0;NO;5220;580;580;4060;Accura;MDX;2022
38;361789;19.03.2019;west;low;2000;1538.3;363810;F;college;other;01.02.2023;single vehicle collision;front collision;Other;Columbus;20;1;YES;2;0;NO;73700;7370;7370;58960;Chevrolet;Silverado;2008
35;287436;02.12.2011;west;low;2000;1217.15;356570;M;md;other;11.01.2023;multi-vehicle collision;rear collision;Police;Hillsdale;19;3;?;2;0;NO;79750;14500;14500;50750;Nissan;Pathfinder;2006
47;541659;20.04.2013;north;high;1000;1688.38;338798;F;associate;other;14.01.2023;single vehicle collision;side collision;Fire;Springfield;11;1;YES;0;3;NO;72930;6630;6630;59670;Dodge;RAM;2013
31;455157;18.10.2012;north;mid;500;1324.11;338514;F;associate;married;17.02.2023;single vehicle collision;side collision;Fire;Northbrook;13;1;?;1;2;NO;72120;12020;12020;48080;Mercedes;ML350;2016
33;65590;26.01.2007;north;mid;500;940.62;378949;F;phd;married;30.01.2023;single vehicle collision;side collision;Fire;Hillsdale;16;1;YES;0;0;;70400;6400;19200;44800;Subaru;Legacy;2008
43;221839;18.04.2013;north;high;500;1305.85;366105;F;associate;other;28.01.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;10;3;?;0;1;NO;37530;4170;4170;29190;Jeep;Wrangler;2015
50;462967;08.11.2011;east;high;2000;1366.68;374828;F;md;other;03.01.2023;multi-vehicle collision;side collision;Police;Northbend;18;3;NO;2;2;YES;51800;5180;10360;36260;Accura;MDX;2010
40;439062;11.07.2001;north;low;500;1199.52;337786;F;jd;married;27.01.2023;multi-vehicle collision;side collision;Police;Columbus;7;3;YES;1;0;;70510;12820;12820;44870;Subaru;Forrestor;2006
53;223150;06.08.2018;west;mid;2000;1164.73;502468;M;associate;married;24.02.2023;parked car;;Police;Northbend;23;1;NO;0;3;NO;5700;570;570;4560;Saab;93;2008
39;539416;17.08.2003;west;mid;2000;1040.37;364075;M;jd;married;31.01.2023;multi-vehicle collision;rear collision;Ambulance;Northbend;21;3;NO;1;2;;19080;4240;2120;12720;Saab;93;2002
53;522100;06.09.1997;east;mid;2000;910.4;364776;F;high school;married;31.01.2023;multi-vehicle collision;front collision;Fire;Northbend;17;3;?;1;2;;97080;16180;16180;64720;Saab;92x;2012
42;468775;23.12.2000;west;high;1000;1228.87;370456;M;high school;unmarried;03.01.2023;single vehicle collision;rear collision;Fire;Hillsdale;2;1;?;1;1;NO;78980;7180;14360;57440;Saab;92x;2004
31;449260;25.04.2004;north;mid;500;1053.03;368200;F;phd;other;16.01.2023;single vehicle collision;front collision;Other;Northbrook;4;1;?;0;0;;68240;8530;0;59710;Toyota;Corolla;2020
44;422194;16.09.2010;west;high;2000;1029.06;335953;F;associate;other;03.02.2023;multi-vehicle collision;rear collision;Ambulance;Northbend;20;3;?;1;0;NO;35900;7180;3590;25130;Audi;A3;2014
58;268455;07.07.2019;west;mid;500;1235.99;362651;M;md;other;13.01.2023;single vehicle collision;front collision;Police;Arlington;11;1;?;0;0;;63580;5780;5780;52020;Mercedes;ML350;2004
42;394495;19.09.2003;west;mid;500;1337.5;371754;F;associate;other;25.02.2023;single vehicle collision;rear collision;Other;Columbus;13;1;?;1;2;YES;61490;11180;11180;39130;BMW;X5;2005
41;132045;17.12.2022;east;high;500;845.14;338523;F;jd;other;08.02.2023;single vehicle collision;side collision;Other;Springfield;1;1;?;0;0;YES;151632;23328;23328;104976;Subaru;Impreza;2018
35;166337;27.05.2019;west;high;500;1414.35;341627;F;md;other;26.02.2023;parked car;;None;Northbend;7;1;YES;1;0;;5940;1080;540;4320;Nissan;Pathfinder;2010
43;405973;28.03.2006;east;high;1000;669.12;379623;F;associate;other;08.01.2023;single vehicle collision;rear collision;Fire;Springfield;20;1;?;2;0;;60210;6690;6690;46830;Nissan;Maxima;2020
41;301512;02.03.2021;west;mid;2000;1239.15;331329;F;masters;other;04.01.2023;single vehicle collision;front collision;Police;Riverwood;16;1;NO;2;2;YES;100210;18220;18220;63770;Audi;A5;2021
31;534684;31.10.2003;east;mid;1000;1326.37;513889;M;masters;other;02.01.2023;single vehicle collision;front collision;Police;Hillsdale;17;1;NO;1;1;NO;60840;13520;6760;40560;Subaru;Forrestor;2018
48;265651;18.11.2002;west;high;2000;1016.08;341639;F;md;married;19.02.2023;multi-vehicle collision;front collision;Police;Columbus;21;3;NO;0;0;YES;35860;3260;6520;26080;BMW;X5;2012
37;472944;07.12.2001;east;low;500;1455.32;371753;F;jd;other;17.01.2023;single vehicle collision;rear collision;Ambulance;Columbus;6;1;?;2;0;YES;45000;5000;5000;35000;Subaru;Forrestor;2010
30;352197;17.06.1999;west;low;1000;1556.4;372216;M;high school;married;09.01.2023;multi-vehicle collision;front collision;Ambulance;Hillsdale;1;3;NO;1;2;;77110;14020;14020;49070;Subaru;Impreza;2022
58;594025;13.07.2009;east;mid;2000;1405.12;375673;M;phd;other;10.01.2023;single vehicle collision;rear collision;Police;Riverwood;10;1;?;0;2;;59900;11980;5990;41930;BMW;X5;2004
30;150362;19.12.2019;west;mid;2000;1169.86;372131;F;associate;other;31.01.2023;single vehicle collision;side collision;Other;Northbend;23;1;?;2;3;NO;48730;4430;4430;39870;Chevrolet;Malibu;2018
38;399645;09.04.2018;north;low;2000;1229.36;504301;F;phd;other;08.01.2023;multi-vehicle collision;rear collision;Ambulance;Arlington;15;3;?;1;0;;53680;4880;9760;39040;Toyota;Camry;2018
25;315820;08.05.2021;north;low;500;918.41;361926;F;high school;other;21.02.2023;multi-vehicle collision;rear collision;Other;Hillsdale;11;3;?;1;0;;73920;13440;6720;53760;Honda;Civic;2010
50;340620;21.04.2014;east;low;1000;1536.37;515314;M;high school;other;24.01.2023;multi-vehicle collision;side collision;Ambulance;Riverwood;12;3;YES;2;3;YES;34320;8580;4290;21450;Volkswagen;Passat;2016
26;357316;06.06.2013;west;low;2000;922.83;337656;F;high school;unmarried;07.01.2023;single vehicle collision;front collision;Fire;Columbus;14;1;NO;2;2;NO;63120;5260;10520;47340;Audi;A5;2015
38;140187;29.11.2016;west;low;500;1366.1;362493;M;high school;other;17.02.2023;multi-vehicle collision;front collision;Fire;Northbend;23;3;?;0;3;;55200;11040;5520;38640;Saab;92x;2005
61;130053;10.08.2006;east;low;2000;1135.27;515529;F;high school;other;15.02.2023;multi-vehicle collision;front collision;Fire;Springfield;21;3;YES;1;2;YES;114920;17680;17680;79560;Audi;A3;2013
47;498616;02.01.2001;east;low;2000;1365.79;513215;F;md;unmarried;11.01.2023;single vehicle collision;front collision;Police;Arlington;13;1;NO;0;3;NO;55500;5550;11100;38850;Mercedes;C300;2019
33;109453;23.04.2016;west;high;1000;1420.89;516551;F;high school;married;20.01.2023;multi-vehicle collision;front collision;Ambulance;Riverwood;17;3;?;2;3;YES;52800;5280;5280;42240;Nissan;Pathfinder;2013
43;413935;10.06.1997;west;high;2000;1537.17;334118;M;masters;other;20.01.2023;single vehicle collision;front collision;Fire;Hillsdale;2;1;NO;0;3;;64200;10700;10700;42800;Ford;F150;2009
28;112245;03.08.2006;west;mid;1000;1338.67;333152;F;jd;other;17.01.2023;single vehicle collision;side collision;Fire;Northbend;19;1;YES;0;2;YES;58140;6460;6460;45220;Saab;92x;2015
47;164680;11.02.2017;north;mid;500;1614.76;356331;M;md;unmarried;16.01.2023;multi-vehicle collision;side collision;Fire;Columbus;0;3;?;0;3;YES;44400;5550;5550;33300;Jeep;Grand Cherokee;2006
33;234451;17.02.2003;east;mid;2000;1389.74;366358;M;associate;married;26.02.2023;single vehicle collision;side collision;Other;Columbus;23;1;YES;0;3;NO;69400;6940;6940;55520;Mercedes;C300;2007
32;261480;05.03.2004;north;high;2000;1354.75;349320;M;masters;other;23.02.2023;multi-vehicle collision;side collision;Police;Springfield;21;3;YES;0;3;YES;83160;15120;15120;52920;Toyota;Camry;2010
42;293287;27.10.2018;east;low;500;1103.6;363149;F;associate;other;20.02.2023;multi-vehicle collision;side collision;Other;Hillsdale;12;2;?;2;3;;68310;12420;6210;49680;Audi;A3;2010
44;400121;11.10.2010;west;high;2000;1395;518095;F;college;other;04.02.2023;multi-vehicle collision;front collision;Other;Springfield;15;3;NO;1;2;YES;66900;6690;13380;46830;Subaru;Forrestor;2006
38;571810;02.03.2006;north;mid;500;997.63;515197;M;jd;other;13.01.2023;theft;;Police;Springfield;6;1;?;1;2;NO;8640;1440;720;6480;Accura;TL;2015
34;226009;10.11.2012;north;mid;500;662.97;508931;F;phd;married;04.02.2023;single vehicle collision;rear collision;Fire;Columbus;3;1;?;0;1;NO;105040;16160;16160;72720;Dodge;RAM;2006
47;362904;09.12.2018;east;high;1000;1187.15;357811;F;associate;other;24.01.2023;multi-vehicle collision;side collision;Police;Northbrook;0;3;NO;1;3;;39800;7960;3980;27860;Jeep;Wrangler;2021
27;323809;02.11.2001;west;low;2000;1071.94;509898;F;jd;married;17.01.2023;theft;;None;Arlington;4;1;?;1;2;;7260;1320;660;5280;BMW;M5;2015
55;240492;12.07.2014;north;mid;500;1605.47;344594;M;md;other;19.01.2023;multi-vehicle collision;rear collision;Other;Arlington;21;4;?;0;2;NO;60600;6060;12120;42420;Dodge;RAM;2014
34;371084;12.11.2019;north;mid;500;1735.77;370545;M;associate;unmarried;01.01.2023;single vehicle collision;side collision;Police;Northbrook;1;1;?;1;1;;97080;16180;16180;64720;BMW;X5;2008
23;260523;21.05.2014;west;low;500;1109.83;348825;M;jd;other;25.02.2023;single vehicle collision;side collision;Fire;Riverwood;6;1;?;1;2;;41850;4650;4650;32550;Subaru;Legacy;2004
29;142803;05.04.2018;west;mid;500;1237.66;364704;F;phd;other;09.01.2023;single vehicle collision;side collision;Fire;Riverwood;1;1;?;1;1;YES;52800;4800;9600;38400;Mercedes;ML350;2003
28;261986;21.04.2016;west;mid;1000;1279.38;347410;F;phd;other;07.01.2023;multi-vehicle collision;rear collision;Fire;Springfield;9;3;NO;0;3;;65500;6550;6550;52400;BMW;X5;2017
48;579490;18.03.2010;east;high;1000;1472.77;346723;F;jd;married;17.02.2023;parked car;;Police;Hillsdale;9;1;?;2;3;NO;6560;820;820;4920;Volkswagen;Jetta;2010
34;378284;26.01.2015;north;low;2000;1076.33;353242;F;masters;married;23.02.2023;multi-vehicle collision;side collision;Fire;Northbend;2;3;NO;0;1;YES;58410;10620;5310;42480;Chevrolet;Tahoe;2014
26;373035;10.06.2013;west;low;1000;1381.24;518373;F;jd;other;28.02.2023;theft;;Police;Riverwood;12;1;YES;1;1;;6890;530;1060;5300;Jeep;Grand Cherokee;2004
33;305753;30.06.2012;east;mid;500;1122.7;359396;M;college;other;26.02.2023;single vehicle collision;rear collision;Other;Columbus;4;1;NO;1;2;NO;40800;6800;6800;27200;BMW;X5;2011
